,acc1,acc2,acc3,acc4
4996274,,,,
4996281,5;17;-22,-11;38;-2,-32;57;5,-6;69;0
4996556,,,,
4996559,3;42;0,-2;53;6,-5;53;0,4;31;-2
4996825,,,,
4996834,-4;48;-21,-10;32;0,-15;48;-1,-4;40;5
4997100,,,,
4997103,-11;33;1,-9;22;-7,-9;12;-3,-15;34;3
4997374,,,,
4997382,-14;57;-4,-2;49;-18,-21;33;-5,-33;40;6
4997650,,,,
4997652,-4;40;-7,-18;39;7,-14;34;-3,-14;19;-7
4997932,,,,
4997940,-10;42;-7,-8;-2;-2,-22;39;-7,-19;37;-8
4998214,,,,
4998217,-13;23;2,-28;19;6,-21;13;-8,-23;40;-5
4998481,,,,
4998489,-24;15;-14,-38;14;1,-20;19;14,-15;24;14
4998751,,,,
4998754,-22;6;1,-15;-5;4,-11;-8;10,-2;10;-14
4999019,,,,
4999028,-11;-6;-5,-13;-15;-8,-20;-3;-4,-14;25;-3
4999288,,,,
4999291,-8;-16;-19,-23;16;-9,-28;3;7,-6;-10;-3
4999558,,,,
4999565,-19;-15;-3,-18;-12;7,-19;18;-5,-14;22;14
4999834,,,,
4999837,-39;9;10,-3;21;-12,-2;8;-15,-21;2;-7
5000113,,,,
5000115,-24;3;-7,-13;8;-17,-16;3;-10,-13;6;-12
5000378,,,,
5000380,-5;6;0,-11;-8;1,-32;-6;-9,-14;23;-6
5000653,,,,
5000655,-22;16;-24,-13;10;-11,-12;4;-16,-4;7;-2
5000923,,,,
5000926,-16;20;-20,-17;19;0,-4;0;-10,-3;4;0
5001203,,,,
5001206,-12;26;-5,-13;0;11,-15;5;2,-10;6;-1
5001475,,,,
5001478,-7;-12;-20,-3;-15;-1,-4;0;-5,-3;26;-19
5001746,,,,
5001749,2;-3;-16,0;8;-3,2;15;-4,0;-4;-12
5002017,,,,
5002020,-6;0;0,-16;23;11,-5;10;-20,7;9;-4
5002292,,,,
5002295,-8;19;-14,-20;19;15,-4;12;-3,13;0;-18
5002561,,,,
5002564,4;21;18,4;23;20,-2;19;3,-35;0;23
5002841,,,,
5002844,10;-7;-1,-21;-1;8,1;-5;-11,2;-3;-10
5003111,,,,
5003114,-7;15;6,-6;2;-14,5;5;-13,-9;3;7
5003387,,,,
5003389,-22;7;-2,-2;8;7,-3;6;3,10;7;-15
5003656,,,,
5003658,-6;13;-10,-9;-1;5,2;16;-8,1;0;-12
5003932,,,,
5003935,-10;-3;-7,-12;9;-5,2;17;11,-9;-20;6
5004200,,,,
5004204,-4;1;5,2;27;8,-10;8;12,-15;5;7
5004481,,,,
5004484,10;-1;3,9;-9;9,-17;4;-5,-12;19;-5
5004756,,,,
5004760,-9;6;17,8;18;13,6;14;-22,-1;13;-13
5005032,,,,
5005035,4;-15;-8,-2;17;-6,-5;4;-13,0;4;-12
5005306,,,,
5005309,0;-30;-13,0;10;9,0;5;22,1;-18;-33
5005576,,,,
5005579,7;0;12,0;2;5,8;-24;6,8;4;16
5005845,,,,
5005848,4;-12;6,-2;3;-1,12;10;2,12;14;-14
5006128,,,,
5006130,1;8;-28,12;0;19,21;-8;-13,5;-4;-2
5006396,,,,
5006399,4;4;26,9;-4;29,-1;-27;10,14;-4;0
5006671,,,,
5006674,11;-13;-4,0;-19;11,7;1;-24,8;-10;10
5006957,,,,
5006960,25;17;2,6;0;-10,-1;-5;5,0;-7;4
5007228,,,,
5007232,10;-5;-3,-1;0;7,5;-19;14,-11;3;3
5007497,,,,
5007500,1;0;8,-3;-11;-25,-4;-14;1,9;2;1
5007773,,,,
5007776,0;0;-11,16;14;3,9;-8;9,4;-3;-24
5008047,,,,
5008050,2;-5;14,19;3;-1,-7;7;13,-5;-36;28
5008324,,,,
5008327,12;3;-12,-1;0;-24,13;-8;-8,0;-5;-11
5008599,,,,
5008602,-8;-16;8,1;5;4,1;4;-1,7;14;12
5008879,,,,
5008882,-21;-11;13,9;-3;-8,8;-13;-1,0;12;15
5009148,,,,
5009150,1;-11;-18,8;-18;-9,-1;-14;-9,1;-16;6
5009424,,,,
5009427,0;-1;-5,-3;14;4,-12;-15;-1,-4;-6;-13
5009699,,,,
5009702,-2;0;-47,12;-13;1,-3;-5;0,10;-29;-17
5009974,,,,
5009977,3;1;13,3;-23;-24,4;-1;5,-12;-17;-15
5010250,,,,
5010253,1;-4;13,-13;-1;4,16;-6;0,3;15;5
5010525,,,,
5010528,4;4;-12,-1;-18;-3,7;-24;-7,-6;-11;3
5010794,,,,
5010797,2;-4;-6,-7;-2;10,8;7;8,-14;0;-2
5011088,,,,
5011091,10;-1;-1,14;-1;6,-1;-51;12,-13;-55;-12
5011358,,,,
5011361,-10;-12;16,-16;-3;8,-4;-16;30,2;-14;28
5011634,,,,
5011637,-7;-21;21,-4;-23;13,-1;-14;18,-10;-5;-5
5011901,,,,
5011904,-4;-17;-6,-3;-29;19,-8;-12;13,-3;-18;12
5012177,,,,
5012179,-1;-16;-2,-15;-29;23,4;-16;-2,-5;-1;27
5012455,,,,
5012458,4;-23;11,10;-33;9,10;-16;-9,-2;-26;1
5012734,,,,
5012738,-20;-5;8,9;-30;-10,-12;-35;6,-6;5;1
5013007,,,,
5013010,-15;-3;7,-2;2;7,-4;-11;-3,-7;11;14
5013321,,,,
5013324,-14;9;-6,-8;-1;6,-10;8;-3,0;5;4
5013591,,,,
5013594,-2;-21;3,-12;-13;9,-6;-28;-19,2;-17;6
5013866,,,,
5013869,1;-19;0,-9;2;-10,-8;-18;-2,-1;-19;10
5014135,,,,
5014145,-10;3;-12,-1;-1;3,4;8;0,1;-43;-2
5014417,,,,
5014420,-8;-8;-4,0;-12;-13,-3;-9;-12,2;5;-22
5014691,,,,
5014700,8;11;-13,-9;-22;-12,-1;1;-2,6;-29;-20
5014973,,,,
5014976,9;0;0,-9;-13;-14,-1;-29;-15,-4;-21;-3
5015243,,,,
5015252,11;0;-16,-5;-24;-16,-4;-12;16,1;19;0
5015518,,,,
5015521,6;4;4,5;1;-9,-3;4;4,0;2;10
5015793,,,,
5015800,-8;-7;-1,-8;-20;14,21;22;-20,3;0;-8
5016081,,,,
5016084,-3;-21;4,12;-3;-3,9;-13;5,11;-4;1
5016355,,,,
5016365,0;-15;-26,19;10;0,-19;29;6,-15;33;17
5016639,,,,
5016642,11;-22;5,3;-2;15,-8;2;6,0;-4;5
5016914,,,,
5016923,14;17;3,-8;-16;3,-15;4;9,1;-15;24
5017194,,,,
5017197,-2;12;9,7;-6;-8,3;-1;-4,-3;-5;22
5017467,,,,
5017477,-8;-7;8,-16;6;10,-12;-2;-4,-1;-11;14
5017740,,,,
5017743,-5;5;12,-2;-5;-2,4;-9;16,6;-13;17
5018008,,,,
5018015,-3;2;9,3;-8;5,2;5;-8,2;-5;-5
5018284,,,,
5018287,-28;-12;21,1;7;2,12;13;20,8;-12;-40
5018558,,,,
5018566,-13;-4;11,-6;18;10,-9;5;13,-6;-13;13
5018832,,,,
5018835,-6;-5;25,2;-9;12,7;-5;-10,-15;14;1
5019107,,,,
5019114,-2;-13;0,6;-10;3,-12;8;1,13;-4;0
5019383,,,,
5019386,-1;3;4,-12;-6;12,0;-3;18,0;-11;3
5019655,,,,
5019663,-6;-23;-3,-5;2;13,13;-13;-4,0;0;2
5019934,,,,
5019937,-11;4;20,-12;4;6,-9;-4;0,3;5;-18
5020210,,,,
5020217,-14;-22;11,-2;-14;6,3;-2;1,-9;-13;-10
5020484,,,,
5020487,4;-21;4,-12;0;17,-2;-4;-8,-4;-10;-15
5020761,,,,
5020770,-7;0;6,0;-5;7,-5;-11;2,0;4;1
5021035,,,,
5021038,-8;-4;-5,-15;-10;-1,2;0;-10,-1;-17;8
5021310,,,,
5021318,-6;2;-2,-18;2;-5,-13;-14;10,-10;-17;22
5021587,,,,
5021590,1;-1;14,1;-10;6,4;-13;1,-24;-17;-15
5021860,,,,
5021870,-32;-3;5,-17;1;-6,-11;-17;-2,-15;-10;1
5022137,,,,
5022140,-20;-15;8,-3;-32;5,-13;-23;6,-9;-9;-7
5022412,,,,
5022420,6;-19;-1,-2;1;-1,-15;8;-3,-10;15;7
5022687,,,,
5022690,3;-2;-7,-9;-11;-2,-14;-4;-1,-14;2;-9
5022963,,,,
5022972,-2;8;-2,-9;2;6,-3;-12;0,-10;0;0
5023238,,,,
5023241,-12;-6;-2,0;-16;7,-10;-3;1,-3;-15;-2
5023517,,,,
5023520,-9;-9;-13,-2;-6;-16,-8;0;-12,0;1;-13
5023788,,,,
5023791,-6;-6;-17,-12;0;1,-5;9;4,-1;4;-13
5024062,,,,
5024065,-17;0;14,-7;0;0,-10;-17;-4,-4;-5;-3
5024325,,,,
5024328,-4;-8;-1,-4;-7;-10,-12;-7;-2,0;-12;-4
5024612,,,,
5024615,-10;0;-7,-4;0;-14,-6;-15;-1,-9;-15;-10
5024876,,,,
5024879,4;-5;-12,-5;-2;-14,-9;-2;5,-17;7;-12
5025160,,,,
5025163,-8;-13;0,-16;-4;0,-5;-9;-13,-7;-3;-6
5025427,,,,
5025430,-8;5;-8,-9;16;-3,-14;6;6,-3;-2;8
5025710,,,,
5025713,1;0;-18,-11;-6;4,-2;11;-10,-11;7;-6
5025978,,,,
5025980,-8;26;3,-5;5;-11,3;0;-11,-21;0;-13
5026260,,,,
5026264,-12;-5;-9,-7;13;-7,2;3;0,25;3;-14
5026534,,,,
5026537,-5;11;-21,7;12;-4,-3;-11;-33,-1;1;-32
5026810,,,,
5026813,-29;-10;-2,-6;0;-9,-3;-17;-9,-13;20;0
5027079,,,,
5027082,-9;-3;3,-5;8;3,-17;0;-10,-12;-19;-1
5027354,,,,
5027357,0;-7;0,-21;0;30,-11;8;7,-7;2;-12
5027627,,,,
5027630,-8;-10;-10,-12;9;11,-16;-5;-5,0;0;3
5027906,,,,
5027909,-6;-13;3,-1;0;13,-23;14;7,-13;-23;3
5028176,,,,
5028179,-26;-12;-4,0;19;-19,2;-19;9,-22;5;8
5028449,,,,
5028452,-6;6;9,3;-13;-5,-12;-8;15,-19;-15;4
5028718,,,,
5028721,0;-2;-4,-3;1;9,-14;7;-3,-7;-16;-13
5029030,,,,
5029033,-21;-5;14,-11;4;7,-6;1;4,0;-8;0
5029301,,,,
5029303,-3;-6;9,-6;-8;0,-5;-14;-6,-14;17;4
5029577,,,,
5029580,0;9;-18,-17;3;-10,-6;5;-26,3;13;3
5029851,,,,
5029854,0;-8;-4,-11;-2;16,4;-16;-12,-4;-8;-9
5030132,,,,
5030135,-3;10;3,-23;9;-6,-9;-11;2,-7;-21;-14
5030402,,,,
5030405,-1;-4;0,-8;-17;-2,-7;8;4,-2;-6;-14
5030683,,,,
5030686,-3;7;-10,1;-2;-13,5;-4;19,-1;-13;-8
5030956,,,,
5030959,1;-19;-20,0;41;16,-4;6;-12,-4;1;-17
5031227,,,,
5031230,0;-6;-10,0;18;9,-3;-1;-61,-2;-7;-29
5031495,,,,
5031498,-7;12;15,-6;-7;20,5;-14;4,16;8;-10
5031772,,,,
5031775,5;-4;4,8;1;11,5;15;-10,2;17;4
5032055,,,,
5032058,16;-6;-11,8;4;-4,12;2;-2,3;10;-1
5032328,,,,
5032331,19;-3;-3,1;-10;2,3;-10;-4,16;1;12
5032596,,,,
5032599,0;-4;-9,2;-10;9,11;-4;9,17;14;0
5032872,,,,
5032876,12;7;10,10;0;0,22;-8;-4,13;10;-5
5033147,,,,
5033150,2;-6;6,9;-14;11,13;8;5,21;-10;3
5033423,,,,
5033426,9;10;-2,10;1;6,4;1;-7,7;-14;-8
5033698,,,,
5033701,7;-5;-16,5;0;-12,7;9;9,-5;8;6
5033973,,,,
5033976,11;4;-2,18;2;-2,7;30;-4,11;7;-3
5034248,,,,
5034251,11;-20;-6,-1;13;-5,25;-10;-4,5;5;12
5034530,,,,
5034533,18;12;-15,24;0;3,18;-10;6,20;9;-6
5034799,,,,
5034802,18;-15;3,9;18;-15,0;7;-14,22;-1;10
5035085,,,,
5035088,25;3;-2,12;-9;7,21;9;20,22;8;10
5035350,,,,
5035352,-1;7;4,19;-8;3,22;7;1,6;9;1
5035624,,,,
5035627,33;-13;8,16;5;6,11;-9;5,12;0;0
5035900,,,,
5035904,26;-2;-14,9;-2;13,21;-6;-10,21;-2;-9
5036175,,,,
5036178,29;5;-10,27;-6;1,8;-7;7,21;-1;0
5036453,,,,
5036455,12;-5;11,27;-9;1,14;14;0,19;20;0
5036726,,,,
5036729,19;3;4,19;15;0,24;13;2,14;7;15
5037008,,,,
5037010,24;0;-8,20;15;3,12;-9;0,27;-14;5
5037286,,,,
5037289,30;-5;0,17;6;4,13;10;2,33;3;3
5037553,,,,
5037556,17;3;5,22;11;8,19;11;-1,27;16;1
5037827,,,,
5037830,26;10;7,16;19;8,19;14;4,26;18;8
5038096,,,,
5038099,20;0;4,19;19;6,19;25;5,17;26;6
5038371,,,,
5038374,11;34;2,14;35;-1,14;16;0,10;37;-1
5038640,,,,
5038643,7;24;-2,15;24;0,8;35;4,11;21;8
5038915,,,,
5038918,11;26;-4,16;33;5,12;15;1,11;10;1
5039191,,,,
5039194,11;30;-3,2;26;0,4;32;-1,13;21;12
5039473,,,,
5039476,15;29;1,3;39;1,5;18;12,11;15;5
5039744,,,,
5039747,8;20;15,12;33;-9,12;33;-5,6;36;-6
5040016,,,,
5040019,7;44;0,7;29;-10,-3;39;9,-2;38;0
5040291,,,,
5040294,5;36;1,-1;47;1,3;32;6,5;37;-11
5040567,,,,
5040570,5;32;-1,-5;42;-13,-3;23;3,-8;18;12
5040836,,,,
5040839,-12;31;-3,-15;38;-26,0;34;0,-7;14;10
5041113,,,,
5041116,-12;16;13,-5;27;-5,-14;25;2,-9;32;-4
5041380,,,,
5041383,-12;29;-13,-14;27;-13,-20;27;-7,-16;15;6
5041649,,,,
5041651,-17;-3;18,-11;13;-3,-12;9;-16,-18;12;-14
5041917,,,,
5041921,-17;5;2,-17;3;1,-4;7;-8,-13;3;0
5042194,,,,
5042197,-14;5;5,-14;12;11,-12;21;-7,-20;13;1
5042465,,,,
5042468,-8;5;-11,-12;-13;-26,-33;1;-8,-30;32;-21
5042738,,,,
5042741,-32;39;-4,-25;44;-17,-21;25;-25,-24;-11;0
5043007,,,,
5043014,-9;-12;-6,-13;-8;13,-25;25;9,-18;40;-13
5043282,,,,
5043286,-9;33;-35,-31;11;-44,-18;1;-33,-20;0;-5
5043558,,,,
5043566,-24;22;15,-18;27;6,-19;26;-10,-25;10;-17
5043832,,,,
5043835,-17;-4;-17,-4;-11;-17,-16;-5;-13,-13;15;-3
5044107,,,,
5044114,-23;36;-4,-8;29;-5,-11;15;-18,-17;21;-18
5044393,,,,
5044397,-23;3;1,-18;10;-19,-13;16;-4,-21;23;4
5044659,,,,
5044667,-15;19;-2,-16;10;-9,-15;24;-17,-12;11;-11
5044934,,,,
5044936,-4;7;18,-13;11;12,-1;7;3,-15;12;-13
5045209,,,,
5045216,-7;3;-4,-16;11;0,-15;3;12,-8;4;-2
5045484,,,,
5045487,-8;19;-22,-13;1;-20,-10;5;-4,-18;4;10
5045760,,,,
5045787,-21;22;6,-10;17;-11,-10;6;-21,3;6;-4
5046060,,,,
5046063,-24;8;11,-10;15;2,-22;31;-16,4;17;-19
5046339,,,,
5046342,-8;14;0,-6;10;-6,-22;10;-8,-6;14;-21
5046610,,,,
5046614,-15;13;0,-9;7;-13,-15;7;12,-12;6;3
5046885,,,,
5046888,-18;10;1,-17;9;-6,-22;28;-2,-17;9;-5
5047162,,,,
5047165,-10;6;-7,-16;15;-13,-18;31;2,-18;19;11
5047441,,,,
5047444,-11;20;-26,-15;5;-5,-7;17;-4,-22;8;-2
5047711,,,,
5047714,-7;1;-14,-10;5;0,-17;10;-1,-15;16;-4
5048079,,,,
5048082,-7;13;5,-24;12;-3,-24;18;-17,-15;10;-8
5048349,,,,
5048352,-11;17;-18,-10;7;0,-16;19;5,-2;-3;2
5048630,,,,
5048633,-18;19;-9,3;6;-6,-4;22;-18,-5;5;-18
5048900,,,,
5048903,-13;-4;-12,-16;1;-1,-13;14;-9,-13;17;2
5049184,,,,
5049187,-4;18;-5,-2;10;-11,-8;11;-13,-5;7;-2
5049452,,,,
5049455,10;7;9,4;2;-6,0;23;-1,1;9;0
5049725,,,,
5049729,-8;4;1,-3;10;-2,-4;8;4,-7;9;-2
5049997,,,,
5050000,0;0;-12,-13;23;5,-10;17;-8,-3;10;7
5050271,,,,
5050274,-6;10;-8,-3;2;-5,0;1;-7,-7;9;-15
5050540,,,,
5050543,5;7;4,-9;2;0,-7;8;0,-9;17;-4
5050823,,,,
5050826,-5;8;-3,2;12;-7,-11;19;-8,-1;4;4
5051089,,,,
5051092,-5;10;2,-2;22;0,3;0;-9,-5;19;0
5051365,,,,
5051368,-3;16;-10,-5;6;-2,-2;8;-3,2;19;-1
5051634,,,,
5051637,-6;13;-6,2;9;0,-10;17;-10,-4;22;-3
5051910,,,,
5051913,-2;10;2,8;3;-9,2;4;-7,5;3;2
5052184,,,,
5052187,6;0;11,7;20;-8,2;8;2,7;3;-2
5052463,,,,
5052465,-1;6;-7,5;6;-3,9;1;8,15;7;-1
5052735,,,,
5052738,12;11;2,20;1;11,8;14;7,13;18;13
5053016,,,,
5053019,14;11;6,12;11;4,16;3;3,18;0;9
5053292,,,,
5053295,11;8;-1,13;8;4,7;15;2,4;9;-7
5053568,,,,
5053571,4;16;0,3;8;0,7;7;-4,1;4;4
5053836,,,,
5053839,0;7;-3,3;15;5,-4;19;15,1;18;20
5054116,,,,
5054119,1;11;8,-2;17;0,-4;17;-19,-1;8;-20
5054382,,,,
5054385,-2;8;-12,-5;5;-13,-8;3;-4,-5;9;-3
5054655,,,,
5054658,-7;14;13,-2;12;-2,-5;13;-2,-5;3;0
5054931,,,,
5054935,-2;12;4,-4;15;5,2;13;4,5;5;1
5055210,,,,
5055212,-3;3;-5,0;8;-9,1;11;-9,0;11;-4
5055482,,,,
5055485,-2;7;0,-4;11;9,-4;15;-2,-3;14;-3
5055759,,,,
5055762,-3;7;-1,0;11;0,-2;19;5,1;8;-11
5056032,,,,
5056035,0;4;-7,0;8;-4,0;4;-1,-1;14;-3
5056311,,,,
5056314,1;9;2,-3;14;0,3;6;-4,-1;8;-19
5056576,,,,
5056579,0;11;0,4;10;0,4;9;5,1;11;3
5056850,,,,
5056854,3;10;6,8;5;1,5;15;-1,4;9;1
5057122,,,,
5057125,4;12;-4,3;11;-14,10;17;5,6;13;11
5057400,,,,
5057403,8;11;2,3;14;6,2;6;3,0;17;0
5057671,,,,
5057674,1;18;3,7;14;-4,2;9;-1,6;17;-4
5057943,,,,
5057951,2;10;-5,4;24;-11,5;12;3,1;11;7
5058222,,,,
5058225,2;16;-2,2;16;4,5;19;2,6;13;4
5058497,,,,
5058504,3;11;6,10;21;-1,7;22;5,6;16;8
5058771,,,,
5058775,8;16;5,4;15;-9,4;12;4,8;14;8
5059044,,,,
5059053,6;18;5,4;16;4,8;9;1,6;13;4
5059329,,,,
5059332,7;16;4,3;10;2,2;10;-3,2;8;-3
5059598,,,,
5059605,1;5;-2,2;6;1,1;7;2,2;8;5
5059873,,,,
5059876,4;9;0,1;10;2,5;10;2,3;18;0
5060149,,,,
5060158,-1;7;-2,1;10;0,0;5;-2,1;2;0
5060424,,,,
5060427,0;2;3,0;4;-1,0;4;0,0;1;-1
5060699,,,,
5060707,2;3;1,0;2;-1,0;1;0,0;2;0
5060975,,,,
5060978,1;5;0,-1;9;0,-1;7;1,-1;6;0
5061252,,,,
5061261,-3;7;-1,1;5;-3,0;3;-2,4;3;0
5061533,,,,
5061536,1;4;-1,0;5;1,0;1;0,0;5;0
5061804,,,,
5061812,0;6;0,0;4;-2,-2;5;1,0;3;-1
5062076,,,,
5062079,0;3;-1,-1;3;-3,-1;7;-2,0;3;0
5062351,,,,
5062361,1;3;0,0;5;0,3;5;-1,2;1;2
5062626,,,,
5062629,3;3;3,3;3;-1,3;1;1,4;0;3
5062895,,,,
5062898,2;2;0,2;0;3,2;5;1,2;2;1
5063177,,,,
5063180,3;1;1,2;1;3,4;4;-1,2;3;0
5063452,,,,
5063455,3;2;0,3;2;1,4;3;-2,3;2;0
5063727,,,,
5063730,2;1;0,2;2;0,2;2;1,3;2;2
5063996,,,,
5063999,2;1;0,3;3;1,3;2;1,3;3;1
5064278,,,,
5064281,2;4;0,3;3;0,1;3;2,-3;4;2
5064552,,,,
5064555,-6;0;1,-7;3;1,-3;4;-1,-4;3;-2
5064827,,,,
5064830,-7;3;1,-6;3;0,-4;4;-1,-7;3;0
5065113,,,,
5065116,-7;4;-2,-7;2;0,-3;2;-1,-4;2;0
5065384,,,,
5065388,-5;2;-2,-7;0;0,-4;0;-1,-5;3;-1
5065653,,,,
5065656,-6;3;0,-3;2;-1,-6;2;-1,-6;3;-1
5065934,,,,
5065937,-3;2;-2,-3;2;-2,-4;1;-1,-4;3;0
5066205,,,,
5066207,-4;3;0,-3;3;0,-3;3;0,-3;2;0
5066478,,,,
5066480,-4;2;0,-5;2;0,-4;3;-1,-4;3;0
5066742,,,,
5066745,-5;1;0,-4;3;-1,-3;2;-1,-4;1;0
5067019,,,,
5067022,-4;3;-1,-3;0;0,-5;4;0,-5;2;0
5067292,,,,
5067295,-4;2;-2,-4;4;0,-5;3;-1,-4;3;-1
5067555,,,,
5067563,-5;2;-1,-6;3;-1,-4;4;0,-4;3;-1
5067830,,,,
5067833,-4;3;-1,-8;4;-2,-4;2;-1,-7;4;-1
5068093,,,,
5068102,-4;4;0,-5;2;0,-5;3;0,-2;1;0
5068369,,,,
5068372,-4;2;-1,-5;3;0,-3;2;0,-4;2;0
5068637,,,,
5068645,-4;3;-1,-5;3;-1,-4;3;0,-5;2;-1
5068906,,,,
5068909,-4;3;0,-4;3;0,-5;3;0,-4;2;-1
5069169,,,,
5069177,-3;4;0,-4;3;0,-5;2;-1,-5;3;0
5069445,,,,
5069448,-3;3;0,-4;4;-1,-5;2;0,-4;3;0
5069714,,,,
5069722,-6;1;-1,-4;1;0,-4;1;-1,-5;3;0
5069983,,,,
5069986,-4;2;0,-4;3;0,-5;1;0,-4;2;0
5070252,,,,
5070255,-4;3;0,-5;4;0,-4;3;-1,-3;2;-1
5070527,,,,
5070530,-4;2;0,-4;3;0,-4;3;-2,-4;2;-1
5070796,,,,
5070799,-3;3;-1,-4;3;-1,-4;3;-1,-4;2;0
5071071,,,,
5071074,-4;2;-2,-4;3;-2,-5;3;-2,-9;2;-1
5071334,,,,
5071337,-5;2;-2,-5;3;1,-4;4;-2,-4;4;-2
5071609,,,,
5071611,-4;3;-1,-2;2;-1,-5;2;-1,-4;3;0
5071872,,,,
5071875,-4;4;0,-5;4;-1,-6;2;0,-4;2;0
5072147,,,,
5072150,-4;2;-1,-5;1;-1,-5;2;-1,-3;2;0
5072410,,,,
5072413,-5;4;0,-3;4;0,-3;2;0,-4;3;-1
5072680,,,,
5072683,-5;2;0,-5;3;-2,-5;2;-1,-5;3;-2
5072950,,,,
5072953,-5;2;-1,-4;2;-1,-5;3;-1,-5;3;-2
5073223,,,,
5073226,-5;3;-1,-5;2;-1,-4;3;0,-5;2;-1
5073503,,,,
5073506,-5;3;-1,-4;3;0,-3;3;0,-4;3;0
5073779,,,,
5073782,-4;3;-1,-4;3;0,-4;3;0,-4;3;-1
5074050,,,,
5074053,-4;2;-3,-4;3;-1,-4;2;0,-4;2;0
5074327,,,,
5074330,-4;3;-1,-5;2;-1,-4;3;0,-4;3;-1
5074594,,,,
5074597,-5;3;-2,-5;3;-1,-4;3;-1,-4;2;-1
5074869,,,,
5074872,-4;2;-1,-4;3;-1,-4;2;0,-5;3;-1
5075140,,,,
5075143,-5;2;-1,-5;2;0,-4;5;0,-4;2;0
5075412,,,,
5075421,-5;3;0,-4;2;-2,0;-1;-5,-4;2;-2
5075689,,,,
5075692,-5;2;0,-4;2;0,-4;3;0,-4;3;-1
5075957,,,,
5075965,-8;5;0,4;8;28,1;6;4,-5;6;-2
5076226,,,,
5076229,-7;4;0,-7;3;-2,-5;4;-2,-5;1;0
5076495,,,,
5076502,-4;1;-2,-6;2;0,-4;3;0,-3;2;-1
5076764,,,,
5076766,-4;1;-1,-5;2;-2,-5;4;-1,-4;2;0
5077033,,,,
5077043,-5;2;-1,-4;2;-2,-4;3;-1,-3;2;0
5077315,,,,
5077318,-5;2;-1,-6;3;0,-4;3;0,-5;2;-1
5077578,,,,
5077585,-4;2;0,-5;3;0,-5;2;0,-5;2;-1
5077853,,,,
5077856,-4;2;-1,-4;3;0,-4;1;-1,-5;2;-1
5078129,,,,
5078137,-3;3;-1,-5;2;-1,-4;3;-1,-4;3;-1
5078404,,,,
5078407,-4;3;0,-4;3;0,-4;3;0,-5;2;0
5078673,,,,
5078676,-4;2;-1,-3;2;-1,-4;3;-2,-6;2;-2
5078949,,,,
5078952,-5;3;0,-4;2;-1,-5;2;0,-4;3;0
5079217,,,,
5079220,-6;3;0,-4;2;0,-5;2;-1,-5;2;-2
5079493,,,,
5079496,-4;3;0,-5;3;0,-4;2;-1,-4;2;-2
5079769,,,,
5079772,-4;2;0,-5;2;-1,-4;3;-1,-4;3;-1
5080050,,,,
5080053,-4;3;-1,-4;3;-1,-6;3;-1,-4;2;0
5080321,,,,
5080324,-4;3;-1,-4;3;0,-4;2;-2,-4;3;0
5080603,,,,
5080605,-4;3;-1,-5;3;-1,-4;3;0,-5;3;-1
5080868,,,,
5080871,-5;2;0,-4;3;0,-5;3;-1,-4;2;0
5081144,,,,
5081147,-5;2;-1,-5;3;0,-5;2;0,-5;2;0
5081412,,,,
5081415,-4;3;-1,-4;1;-1,-4;2;0,-4;3;0
5081688,,,,
5081691,-4;3;0,-4;2;0,-4;2;0,-4;2;0
5081953,,,,
5081956,-4;2;-2,-5;2;-2,-5;2;-1,-5;3;0
5082225,,,,
5082228,-4;2;0,-5;3;-1,-4;3;-1,-4;3;-1
5082494,,,,
5082498,-5;3;0,-5;2;0,-4;3;-1,-4;3;-1
5082766,,,,
5082769,-4;1;-2,-4;3;0,-5;2;0,-3;3;-1
5083032,,,,
5083035,-3;3;0,-4;3;-1,-4;3;0,-4;2;0
5083295,,,,
5083303,-5;3;0,-4;2;0,-5;2;-1,-4;3;0
5083572,,,,
5083575,-3;3;0,-4;3;-1,-4;3;-1,-5;3;0
5083846,,,,
5084008,-4;1;0,-4;3;0,-4;2;-1,-4;3;0
5084271,,,,
5084274,-4;3;-1,-5;1;-1,-4;3;-1,-4;3;0
5084534,,,,
5084544,-4;2;0,-4;3;-1,-4;3;-1,-4;2;0
5084810,,,,
5084813,-4;2;0,-5;2;-2,-4;2;-1,-4;3;0
5085073,,,,
5085081,-4;2;0,-5;1;-1,-5;2;-1,-4;3;-1
5085349,,,,
5085352,-4;3;-2,-5;2;0,-5;3;0,-5;2;-1
5085617,,,,
5085624,-4;3;-1,-4;3;-1,-4;2;-1,-5;2;0
5085891,,,,
5085894,-4;2;-1,-5;3;0,-5;3;0,-5;3;-1
5086154,,,,
5086157,-5;3;-2,-5;2;-1,-4;3;-1,-4;3;0
5086433,,,,
5086435,-5;2;-1,-4;2;-1,-5;3;0,-4;3;0
5086701,,,,
5086704,-4;3;-2,-4;2;-2,-5;2;-1,-5;4;-1
5086974,,,,
5086978,-4;2;0,-4;3;0,-4;3;0,-3;4;-1
5087249,,,,
5087252,-4;2;0,-4;2;0,-5;3;0,-5;4;0
5087521,,,,
5087524,-5;2;0,-4;3;-1,-5;2;0,-4;3;0
5087789,,,,
5087792,-5;2;-1,-5;3;0,-4;3;-1,-3;3;-2
5088063,,,,
5088066,-3;4;-1,-5;4;0,-5;2;0,-4;2;0
5088332,,,,
5088335,-5;3;0,-5;2;-1,-3;2;0,-4;3;0
5088608,,,,
5088611,-5;2;-1,-5;2;1,-6;3;0,-5;3;-2
5088876,,,,
